Name,Age,Height,Weight,Overall,Potential,BestPosition,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,GK,Clasificación Habilidad
A. Blake,31,188,79,77,77,GK,2,1,79,70,74,81,45,78,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,56,70,41,68,11,27,15,12,11,19,55,14,14,13,79,70,74,78,81,22.35174287007696,1,Alta
M. Schwäbe,27,190,86,77,80,GK,3,1,77,73,78,80,47,75,21,15,15,53,15,20,20,9,49,39,49,43,45,71,46,59,64,36,70,17,28,17,12,66,28,61,21,16,17,77,73,78,75,80,23.822714681440445,1,Alta
Pepe Reina,39,188,92,77,77,GK,3,1,75,77,79,76,45,79,11,14,13,37,11,10,11,11,39,23,43,49,50,72,60,59,71,34,70,15,32,22,13,65,24,64,20,22,24,75,77,79,79,76,26.02987777274785,1,Alta
Aitor,31,182,78,77,77,GK,2,1,78,74,66,80,56,76,30,12,20,38,15,22,34,14,35,14,58,53,54,76,48,50,74,42,48,12,15,24,15,48,24,55,14,13,12,78,74,66,76,80,23.54788069073783,1,Alta
S. Sirigu,35,192,85,77,77,GK,2,1,75,73,73,75,46,79,13,10,11,23,12,15,11,11,28,18,46,46,52,74,55,55,68,34,66,14,34,20,10,55,19,62,14,11,13,75,73,73,79,75,23.057725694444446,1,Alta
Robert Sánchez,24,197,85,77,83,GK,4,1,78,75,71,80,45,77,12,14,15,46,15,15,12,14,50,37,45,44,31,71,35,53,70,40,66,16,33,8,12,58,15,62,18,13,15,78,75,71,77,80,21.902136102450463,1,Alta
J. Butez,27,188,86,77,80,GK,4,1,76,76,77,79,45,75,14,17,20,38,17,30,13,14,56,31,49,40,37,73,54,58,58,42,58,11,21,17,20,60,21,27,13,12,13,76,76,77,75,79,24.332277048438208,1,Alta
I. Meslier,22,196,74,77,84,GK,3,1,79,76,73,81,38,72,18,11,15,50,9,20,12,10,50,35,37,40,42,73,25,55,42,40,53,17,27,19,8,61,11,69,22,17,19,79,76,73,72,81,19.2628071636818,1,Alta
F. Müller,24,190,88,76,80,GK,4,1,75,73,73,80,43,74,12,11,11,32,10,18,13,12,27,24,43,43,42,75,41,55,58,34,67,12,25,19,11,42,19,38,20,11,12,75,73,73,74,80,24.37673130193906,1,Alta
Helton Leite,31,197,92,76,76,GK,2,1,75,73,70,78,53,75,11,10,12,27,9,10,12,8,21,20,54,51,57,79,25,53,57,42,79,13,22,11,8,15,19,41,14,9,8,75,73,70,75,78,23.70584142853462,1,Alta
L. Montipò,26,191,82,76,80,GK,3,1,76,74,72,80,41,74,15,20,17,30,18,19,17,15,23,20,40,42,46,73,49,54,54,35,55,14,31,18,15,40,29,43,10,19,11,76,74,72,74,80,22.47745401715962,1,Alta
M. Bizot,31,193,88,76,76,GK,2,1,79,73,69,76,46,75,20,15,16,28,13,12,20,15,33,32,45,47,50,75,40,52,67,32,64,14,39,17,13,47,36,47,11,12,14,79,73,69,75,76,23.624795296518027,1,Alta
H. Van Crombrugge,29,189,86,76,78,GK,2,1,77,73,77,79,37,77,12,11,11,48,16,29,16,13,56,36,37,37,53,65,43,58,67,37,67,13,34,14,11,57,26,62,23,17,11,77,73,77,77,79,24.075473810923548,1,Alta
C. Tătărușanu,36,198,90,76,76,GK,3,1,74,74,73,77,45,78,13,15,15,37,11,16,11,11,37,19,46,43,51,74,38,55,65,42,73,12,33,26,13,49,16,44,12,15,12,74,74,73,78,77,22.95684113865932,1,Alta
David Raya,26,183,75,76,78,GK,3,1,76,74,80,77,53,75,12,19,20,49,20,17,18,15,60,40,58,46,66,72,45,60,73,29,38,14,29,11,15,65,26,60,28,14,13,76,74,80,75,77,22.39541341933172,1,Alta
J. Staněk,26,191,93,76,79,GK,3,1,77,73,68,79,42,76,16,15,12,22,19,17,17,22,19,27,42,42,30,73,31,51,54,26,62,16,18,15,12,17,37,48,16,13,15,77,73,68,76,79,25.492722238973712,1,Alta
P. Bernardoni,25,190,78,76,81,GK,2,1,76,73,74,80,29,76,12,13,21,28,17,16,15,18,24,25,31,27,21,67,34,56,70,36,68,16,29,25,15,24,19,55,16,12,18,76,73,74,76,80,21.606648199445985,1,Alta
Ł. Skorupski,31,187,84,76,76,GK,2,1,78,73,59,81,51,74,19,11,10,29,17,18,12,19,26,23,51,51,48,74,38,44,66,31,58,15,33,17,13,32,22,58,18,12,12,78,73,59,74,81,24.021275987303035,1,Alta
P. Terracciano,32,193,78,76,76,GK,2,1,76,73,70,79,41,78,13,11,15,27,16,15,12,12,21,22,40,42,41,68,45,53,55,33,60,11,19,16,12,42,22,63,20,11,19,76,73,70,78,79,20.94015946736825,1,Alta
F. Niță,34,184,78,76,76,GK,2,1,76,76,69,78,27,77,14,8,13,23,5,18,10,13,22,11,25,31,28,64,64,52,61,36,79,5,20,8,4,39,11,62,14,13,14,76,76,69,77,78,23.03875236294896,1,Alta
Pierrino Faria,38,190,82,76,76,GK,2,1,77,71,65,79,47,77,20,11,18,32,13,16,17,14,27,22,41,55,31,69,38,49,38,44,52,12,24,22,12,70,21,61,12,16,12,77,71,65,77,79,22.71468144044321,1,Alta
Nelsildo Reis,22,190,88,76,79,GK,3,1,76,77,77,74,53,76,33,20,18,17,20,17,21,20,18,23,55,50,51,68,47,58,69,42,78,18,40,28,11,64,17,63,10,16,18,76,77,77,76,74,24.37673130193906,1,Alta
Fred Aníbão,30,192,90,76,76,GK,2,1,71,77,76,77,32,72,9,7,8,15,11,8,12,13,18,21,31,33,42,77,23,57,69,23,84,8,41,27,20,61,19,56,14,7,8,71,77,76,72,77,24.4140625,1,Alta
I. Provedel,28,192,84,76,77,GK,2,1,77,74,71,79,42,74,21,17,17,34,14,16,13,13,23,22,44,40,38,70,44,53,56,28,56,20,27,22,16,56,22,62,22,22,21,77,74,71,74,79,22.786458333333336,1,Alta
Sergio Rico,28,196,90,76,78,GK,3,1,77,73,75,80,47,73,17,14,11,28,15,15,24,20,26,13,48,46,51,71,43,56,63,36,53,12,25,17,11,53,24,55,16,13,11,77,73,75,73,80,23.427738442315704,1,Alta
A. Lunev,30,190,82,76,76,GK,3,1,76,73,64,79,56,76,16,14,17,25,13,15,18,17,32,17,58,54,36,76,50,48,60,27,70,13,26,20,11,63,15,60,18,20,12,76,73,64,76,79,22.71468144044321,1,Alta
T. Zoreaux,28,188,86,76,77,GK,2,1,76,77,72,80,37,71,21,11,16,41,7,14,28,19,39,29,34,41,44,73,38,54,62,40,74,12,36,17,12,51,17,59,16,11,13,76,77,72,71,80,24.332277048438208,1,Alta
R. Zentner,27,194,96,76,78,GK,3,1,77,73,59,81,65,71,17,14,18,30,15,11,14,16,27,16,65,65,30,74,45,44,60,27,81,13,38,18,10,22,25,32,21,17,13,77,73,59,71,81,25.507492826017643,1,Alta
J. Hart,35,196,91,76,76,GK,3,1,72,76,68,77,55,75,14,14,10,35,19,23,17,13,38,22,55,56,52,74,32,51,66,40,76,19,34,25,12,55,30,64,16,14,13,72,76,68,75,77,23.688046647230323,1,Alta
A. Pyatov,38,190,90,76,76,GK,3,1,73,69,78,75,44,83,13,9,10,29,12,11,14,16,24,12,44,44,56,71,32,59,73,37,84,12,35,23,14,60,15,61,12,9,10,73,69,78,83,75,24.930747922437675,1,Alta
R. Cota,34,183,86,76,76,GK,2,1,75,70,67,79,58,79,12,12,14,26,13,15,15,12,31,25,59,56,52,73,60,50,69,36,80,16,29,14,11,55,25,65,25,13,12,75,70,67,79,79,25.68007405416704,1,Alta
F. Forster,34,201,93,76,76,GK,5,1,76,72,67,81,30,75,19,13,13,27,19,20,10,19,36,33,26,35,44,70,42,50,69,29,80,12,44,22,13,48,22,54,11,13,12,76,72,67,75,81,23.01923219722285,1,Alta
T. Krul,34,188,74,76,76,GK,2,1,75,73,71,79,38,75,13,11,19,31,16,13,13,15,45,25,40,35,44,72,42,53,74,36,63,14,36,15,8,50,20,52,14,17,14,75,73,71,75,79,20.937075599818925,1,Alta
H. Lindner,31,188,82,75,75,GK,3,1,78,71,67,77,42,75,11,12,13,24,13,11,17,17,15,20,41,43,45,69,41,50,63,32,52,16,30,12,12,55,19,64,12,9,19,78,71,67,75,77,23.20054323223178,1,Alta
J. Graterol,25,176,82,75,81,GK,3,1,75,72,70,76,24,76,12,9,14,15,8,13,11,14,26,18,30,16,34,70,48,53,83,27,46,6,20,13,5,64,16,39,11,12,14,75,72,70,76,76,26.47210743801653,1,Alta
M. Rodák,25,194,81,75,80,GK,3,1,76,71,73,76,48,73,15,20,15,33,19,15,13,17,23,21,52,43,45,73,46,55,59,27,68,15,21,21,17,34,23,51,8,17,16,76,71,73,73,76,21.521947071952383,1,Alta
Fernando,32,185,85,75,75,GK,2,1,75,73,70,76,48,74,17,19,12,32,18,14,12,20,24,23,48,47,43,74,56,53,72,30,64,18,20,27,16,51,26,50,15,11,19,75,73,70,74,76,24.83564645726808,1,Alta
S. Ulreich,33,192,87,75,75,GK,2,1,75,69,62,79,41,73,14,12,8,35,13,13,12,15,30,22,41,40,36,75,39,47,66,29,63,11,25,14,8,42,22,45,16,18,14,75,69,62,73,79,23.600260416666668,1,Alta
B. Drągowski,24,188,74,75,78,GK,2,1,78,72,70,76,44,73,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,53,57,34,56,18,19,21,15,62,21,65,20,16,16,78,72,70,73,76,20.937075599818925,1,Alta
T. O'Brien,27,186,85,75,78,GK,2,1,77,74,72,78,40,74,15,12,14,32,8,15,25,13,28,22,38,44,37,64,33,54,55,36,68,10,31,16,11,45,17,42,14,16,11,77,74,72,74,78,24.56931437160365,1,Alta
A. Lunin,23,192,87,75,84,GK,3,1,74,71,73,76,37,75,15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,55,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,73,75,76,23.600260416666668,1,Alta
G. Bushchan,28,196,84,75,78,GK,3,1,76,65,80,78,27,72,12,5,10,23,7,14,13,11,29,15,24,32,35,77,24,60,38,18,73,8,24,10,6,35,13,36,14,10,11,76,65,80,72,78,21.86588921282799,1,Alta
E. Destanoğlu,21,195,88,75,81,GK,1,1,75,74,73,75,38,75,14,9,10,15,5,9,10,11,15,17,40,36,23,66,25,55,38,24,68,7,18,9,5,57,15,26,6,13,12,75,74,73,75,75,23.14266929651545,1,Alta
C. Cáceda,30,185,78,75,75,GK,2,1,75,75,70,78,30,71,10,8,12,23,8,11,11,12,21,17,33,26,31,71,48,53,67,32,56,9,29,6,5,25,18,59,17,12,11,75,75,70,71,78,22.79035792549306,1,Alta
A. Brignoli,30,187,74,75,75,GK,3,1,74,73,75,77,32,75,17,20,30,46,20,12,20,15,42,35,31,33,22,66,32,56,58,34,42,11,12,11,11,48,22,61,20,21,20,74,73,75,75,77,21.161600274528865,1,Alta
J. Leca,36,180,75,75,75,GK,3,1,75,72,76,77,41,73,12,11,13,33,11,13,13,12,37,25,41,41,40,75,45,57,65,24,69,13,45,22,11,27,14,61,18,14,15,75,72,76,73,77,23.148148148148145,1,Alta
B. Costil,34,187,82,75,75,GK,3,1,73,74,75,75,49,76,11,14,15,35,12,13,12,11,33,12,47,51,38,72,45,56,49,28,65,15,22,22,12,48,15,58,16,11,14,73,74,75,76,75,23.449340844748203,1,Alta
Y. Mvogo,28,189,93,75,78,GK,3,1,75,72,75,76,42,73,13,10,24,24,19,18,14,20,22,27,43,41,58,71,57,56,71,28,74,14,37,13,13,58,20,30,28,18,12,75,72,75,73,76,26.035105400184765,1,Alta
Kaíquão Castro,26,190,88,75,75,GK,2,1,77,76,61,73,36,72,9,8,10,20,9,9,8,7,16,21,34,38,31,72,41,46,67,41,81,7,36,22,11,59,19,56,23,10,10,77,76,61,72,73,24.37673130193906,1,Alta
A. Begović,35,199,101,75,75,GK,2,1,75,77,73,71,43,73,14,19,12,26,12,16,17,15,32,24,42,44,42,70,40,55,38,36,79,12,42,21,11,34,40,58,18,11,12,75,77,73,73,71,25.504406454382465,1,Alta
M. Di Gregorio,24,187,81,75,80,GK,3,1,77,74,71,78,30,75,13,9,11,28,11,18,17,14,19,20,35,23,38,63,35,53,66,44,62,18,26,15,9,38,17,56,21,14,10,77,74,71,75,78,23.163373273470786,1,Alta
Jean,26,188,97,75,78,GK,2,1,74,75,68,78,29,76,13,10,13,27,6,13,62,64,29,22,28,31,41,61,67,51,62,20,65,10,18,14,7,44,66,28,14,11,11,74,75,68,76,78,27.44454504300589,1,Alta
R. Olsen,32,198,89,75,75,GK,2,1,76,74,78,75,35,75,20,11,16,32,16,11,18,16,50,18,31,40,32,68,33,59,40,37,75,14,27,20,13,59,26,45,22,12,16,76,74,78,75,75,22.70176512600755,1,Alta
A. Mandous,30,188,85,75,75,GK,3,1,76,75,79,77,19,73,11,9,13,33,8,14,12,13,35,19,20,18,21,66,33,59,42,25,73,5,23,13,7,41,13,33,6,12,11,76,75,79,73,77,24.049343594386603,1,Alta
Simão Donatinho,26,188,82,75,75,GK,2,1,76,70,77,75,43,75,12,10,12,20,11,12,20,10,20,25,41,46,58,75,48,58,69,32,60,14,42,15,8,58,29,59,23,10,13,76,70,77,75,75,23.20054323223178,1,Alta
Walexinton,30,177,74,75,75,GK,3,1,74,71,69,76,37,75,19,14,16,30,13,17,15,18,21,23,38,35,67,72,62,52,53,31,64,17,39,14,10,69,17,66,11,19,13,74,71,69,75,76,23.620287912158062,1,Alta
A. Luthe,35,195,85,75,75,GK,3,1,76,70,61,76,38,77,14,12,15,24,12,12,15,12,19,14,35,43,39,73,34,46,61,36,74,16,22,21,12,49,21,23,16,14,12,76,70,61,77,76,22.35371466140697,1,Alta
A. McCarthy,32,193,79,75,75,GK,2,1,74,72,61,80,57,72,11,17,16,33,12,17,15,18,35,17,58,56,35,74,43,46,68,35,63,14,35,22,16,50,41,61,13,13,12,74,72,61,72,80,21.20862305028323,1,Alta
L. Burián,38,188,81,75,75,GK,3,1,76,72,71,74,51,78,13,15,12,38,13,19,15,15,40,38,50,52,63,72,59,53,78,45,71,19,45,28,15,33,25,57,10,18,14,76,72,71,78,74,22.91760977818017,1,Alta
T. Horn,29,192,90,75,77,GK,1,1,75,75,58,78,47,69,19,13,14,30,14,20,12,15,29,22,45,51,50,79,31,44,64,31,67,17,41,22,15,45,21,25,14,13,12,75,75,58,69,78,24.4140625,1,Alta
D. Ward,29,191,88,75,75,GK,3,1,75,73,67,76,45,74,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56,8,20,18,75,73,67,74,76,24.12214577451276,1,Alta
M. Silva,39,187,88,75,75,GK,2,1,78,73,72,81,31,73,9,13,9,38,13,11,13,12,33,17,30,32,34,62,39,54,46,23,43,15,33,23,13,47,25,66,24,18,13,78,73,72,73,81,25.165146272412706,1,Alta
S. Johnstone,29,193,85,75,77,GK,3,1,77,72,68,77,42,74,17,11,17,27,15,16,16,17,35,18,45,38,55,68,27,51,63,42,68,16,24,17,11,48,42,32,22,17,20,77,72,68,74,77,22.819404547773097,1,Alta
M. Carnesecchi,22,191,83,74,82,GK,3,1,75,72,64,78,30,73,11,8,20,36,7,14,18,12,29,19,24,39,40,64,25,48,40,28,55,10,27,13,9,36,17,40,16,15,12,75,72,64,73,78,22.75156931005181,1,Alta
O. Kolář,27,193,81,74,75,GK,3,1,75,73,77,74,53,73,13,7,11,40,6,30,13,14,29,37,52,55,47,66,24,58,44,25,71,8,16,11,5,51,15,66,17,12,14,75,73,77,73,74,21.745550216113184,1,Alta
Kiko Casilla,35,190,86,74,74,GK,2,1,75,72,74,75,47,71,24,14,13,34,12,19,25,25,28,30,46,49,43,73,58,56,69,41,71,13,45,20,12,62,23,60,26,15,11,75,72,74,71,75,23.822714681440445,1,Alta
R. Gudiño,26,196,81,74,77,GK,1,1,73,76,62,76,47,70,21,17,15,24,14,21,20,18,22,23,45,49,31,71,39,47,51,40,74,12,34,21,14,51,11,47,19,14,19,73,76,62,70,76,21.08496459808413,1,Alta
H. Koffi,25,186,81,74,78,GK,3,1,76,71,69,78,56,69,11,8,13,23,6,13,14,13,26,27,58,53,63,73,64,52,80,30,68,7,30,14,8,44,16,58,13,11,10,76,71,69,69,78,23.41311134235172,1,Alta
Marco Pereira,35,184,79,74,74,GK,3,1,74,69,77,74,57,73,33,12,9,55,14,29,49,36,60,35,59,54,57,72,57,58,74,34,57,18,37,12,9,60,49,61,18,21,24,74,69,77,73,74,23.334120982986768,1,Alta
P. Gallese,32,191,79,74,74,GK,3,1,75,72,66,77,47,70,21,20,18,31,20,19,12,17,44,22,45,49,34,76,57,50,58,30,49,12,22,25,18,59,22,53,23,19,19,75,72,66,70,77,21.655108138483047,1,Alta
Rubén Blanco,26,189,80,74,78,GK,3,1,79,72,73,74,53,70,18,18,15,35,19,17,18,13,29,10,54,52,52,66,57,55,62,44,35,15,22,22,11,37,22,57,25,11,11,79,72,73,70,74,22.395789591556788,1,Alta
W. Foderingham,31,185,75,74,74,GK,3,1,74,71,72,76,44,73,21,13,20,49,13,12,20,14,46,28,46,40,62,68,42,54,58,34,71,15,30,19,12,60,14,53,12,20,11,74,71,72,73,76,21.91380569758948,1,Alta
R. Ofori,28,190,79,74,77,GK,3,1,74,71,77,73,42,75,20,18,15,45,12,28,36,25,39,38,39,47,54,65,64,58,84,30,72,20,45,19,11,40,59,56,24,21,22,74,71,77,75,73,21.88365650969529,1,Alta
Jordi Masip,33,180,69,74,74,GK,4,1,74,72,68,74,63,72,20,12,13,42,19,17,21,20,38,25,63,62,69,76,67,51,78,40,54,13,21,16,11,60,12,64,21,14,13,74,72,68,72,74,21.29629629629629,1,Alta
G. Gallon,29,186,79,74,76,GK,2,1,75,71,72,76,40,73,12,14,13,29,16,17,15,19,27,18,40,40,38,66,54,54,59,29,64,15,30,22,15,52,19,56,12,16,13,75,71,72,73,76,22.835009827725745,1,Alta
J. Rinne,29,188,86,74,76,GK,3,1,73,72,74,75,46,72,15,15,16,40,14,16,17,15,39,30,46,47,47,69,33,56,57,35,68,15,27,15,14,68,26,66,23,14,16,73,72,74,72,75,24.332277048438208,1,Alta
D. Bertaud,24,180,85,74,79,GK,3,1,74,69,73,77,53,73,14,15,19,38,19,18,20,14,33,25,52,55,35,67,61,55,65,42,65,19,30,25,12,25,18,48,14,17,21,74,69,73,73,77,26.234567901234566,1,Alta
A. Mirante,38,193,79,74,74,GK,2,1,71,73,65,74,44,75,10,17,13,35,15,24,17,13,35,25,44,43,50,76,50,49,62,33,55,15,32,17,10,43,21,70,10,12,12,71,73,65,75,74,21.20862305028323,1,Alta
J. Devecchi,26,188,83,74,77,GK,2,1,74,71,62,76,47,77,16,19,17,25,17,15,14,18,25,15,47,48,36,70,54,47,68,27,67,14,26,21,15,45,21,43,20,21,14,74,71,62,77,76,23.48347668628339,1,Alta
Dani Cárdenas,25,186,80,74,79,GK,3,1,76,69,71,79,44,70,10,5,12,40,8,13,11,13,49,16,45,43,55,73,42,53,69,26,52,5,21,6,5,34,17,42,13,13,12,76,69,71,70,79,23.12406058503873,1,Alta
Jaume,31,185,73,74,74,GK,3,1,71,74,74,75,58,71,30,11,16,57,18,13,25,13,55,32,58,58,60,72,59,56,72,40,68,12,21,25,16,43,25,56,20,12,22,71,74,74,71,75,21.32943754565376,1,Alta
L. Hoyos,33,183,76,74,74,GK,3,1,79,69,68,80,62,66,23,16,19,41,19,25,30,21,31,35,65,57,62,70,67,51,73,45,60,17,42,29,18,48,29,63,23,23,23,79,69,68,66,80,22.69401893158948,1,Alta
K. Dawson,30,179,81,74,74,GK,2,1,73,72,71,73,31,76,13,10,16,37,14,19,19,15,25,25,29,35,33,68,38,53,50,30,70,12,22,16,14,64,18,64,20,21,11,73,72,71,76,73,25.280109859242845,1,Alta
I. Grbić,26,195,93,74,78,GK,3,1,75,70,73,75,28,73,14,9,11,35,8,15,20,13,32,21,31,23,24,69,24,55,58,25,68,7,26,12,9,40,19,30,11,13,12,75,70,73,73,75,24.45759368836292,1,Alta
Paulo Victor,35,187,82,74,74,GK,2,1,69,70,70,78,42,75,19,12,13,30,11,14,13,16,12,17,38,49,48,70,50,53,56,30,57,13,29,16,9,33,14,44,11,11,13,69,70,70,75,78,23.449340844748203,1,Alta
B. Samba,28,186,79,74,77,GK,3,1,75,73,76,74,53,71,10,9,15,48,13,12,14,13,36,22,49,60,39,70,54,57,57,37,70,10,26,18,11,48,15,53,12,14,12,75,73,76,71,74,22.835009827725745,1,Alta
Yoel,33,186,78,74,74,GK,5,1,74,73,70,71,38,72,24,14,10,31,19,13,25,15,35,14,35,43,40,74,47,53,65,34,70,11,35,19,13,45,25,57,19,15,11,74,73,70,72,71,22.54595907041276,1,Alta
G. Herrera,30,187,67,74,75,GK,2,1,74,72,72,75,59,74,17,17,20,29,18,20,12,21,18,20,61,55,53,71,57,54,71,45,67,12,31,28,12,52,28,57,24,15,17,74,72,72,74,75,19.159827275586945,1,Alta
Bruno Varela,27,191,88,74,76,GK,2,1,74,70,63,78,39,72,20,16,16,31,12,19,20,13,25,25,37,43,59,72,43,47,51,44,73,18,23,17,14,52,24,33,15,12,20,74,70,63,72,78,24.12214577451276,1,Alta
A. McGregor,40,183,74,74,74,GK,3,1,73,73,69,74,36,76,11,20,13,36,15,20,20,14,39,29,33,41,65,70,51,52,68,30,71,14,45,20,13,58,23,59,15,13,15,73,73,69,76,74,22.096807907073963,1,Alta
A. Moris,32,186,75,74,74,GK,3,1,74,71,79,75,47,72,20,11,19,36,12,16,16,14,42,34,46,48,46,71,49,59,68,31,69,15,24,17,16,55,27,36,21,14,19,74,71,79,72,75,21.678806798473808,1,Alta
W. Hennessey,35,198,90,74,74,GK,3,1,76,74,77,71,40,74,11,12,14,29,10,8,12,11,41,23,40,41,48,66,51,58,41,29,68,10,21,22,14,58,17,55,13,18,13,76,74,77,74,71,22.95684113865932,1,Alta
M. Stekelenburg,39,197,92,74,74,GK,4,1,70,75,75,72,31,79,18,11,14,39,11,12,13,13,37,31,30,32,30,68,27,56,55,25,77,11,41,26,12,41,23,60,9,15,14,70,75,75,79,72,23.70584142853462,1,Alta
P. Gazzaniga,30,196,90,74,74,GK,3,1,76,74,78,77,57,73,23,12,14,49,13,20,31,21,54,31,57,56,57,59,50,59,74,42,55,19,40,19,15,64,40,61,23,21,14,76,74,78,73,77,23.427738442315704,1,Alta
S. Dioudis,29,189,75,74,75,GK,2,1,76,72,68,78,42,73,13,13,15,26,18,13,19,19,23,24,40,45,63,66,59,51,72,33,65,20,18,21,13,34,28,56,17,20,11,76,72,68,73,78,20.99605274208449,1,Alta
S. Viera,39,185,85,74,74,GK,3,1,71,73,71,76,39,75,44,7,12,14,14,8,69,74,18,23,40,37,45,64,51,53,69,28,60,8,31,22,16,55,22,61,27,9,9,71,73,71,75,76,24.83564645726808,1,Alta
C. Stanković,29,187,86,74,74,GK,4,1,75,73,62,77,42,74,16,8,19,22,11,12,12,19,17,16,40,45,66,67,55,47,73,31,69,14,25,22,10,41,20,23,20,14,15,75,73,62,74,77,24.59321112985787,1,Alta
D. von Ballmoos,27,192,90,74,76,GK,3,1,75,75,74,74,50,73,16,16,13,35,20,22,19,13,27,24,52,47,51,66,53,56,67,37,74,15,25,26,19,42,28,61,11,20,18,75,75,74,73,74,24.4140625,1,Alta
Cláudio Ramos,30,183,83,74,75,GK,3,1,78,72,64,74,55,71,10,14,21,25,10,16,15,13,23,20,55,54,62,70,65,48,72,44,77,16,27,21,10,55,13,44,21,17,13,78,72,64,71,74,24.78425751739377,1,Alta
Andrés Fernández,35,187,82,74,74,GK,3,1,72,70,70,76,57,75,17,13,12,35,13,14,24,12,40,18,58,55,60,69,65,53,77,39,74,12,40,26,14,41,16,56,22,14,15,72,70,70,75,76,23.449340844748203,1,Alta
C. Gordon,39,193,83,74,74,GK,3,1,73,72,66,77,35,73,13,14,15,34,15,11,15,13,27,28,35,35,57,70,51,50,68,25,65,14,33,26,16,45,22,50,23,15,13,73,72,66,73,77,22.28247738194314,1,Alta
I. Radu,25,188,78,74,77,GK,2,1,78,68,72,79,40,74,13,18,16,24,16,15,16,15,26,17,42,38,43,64,40,54,59,32,58,17,22,14,9,37,15,43,12,19,15,78,68,72,74,79,22.068809416025356,1,Alta
Nilson Alfarinho,38,190,89,74,74,GK,3,1,68,71,72,77,34,78,18,8,9,36,9,10,11,13,26,16,25,48,25,67,59,54,68,31,65,12,21,13,9,70,41,54,26,18,15,68,71,72,78,77,24.653739612188367,1,Alta
L. Sepe,31,185,75,74,74,GK,2,1,74,71,70,76,44,72,12,14,13,32,18,14,13,13,31,22,42,46,40,72,34,53,57,23,68,19,12,20,10,44,17,63,28,19,19,74,71,70,72,76,21.91380569758948,1,Alta
M. Crépeau,28,180,88,74,77,GK,2,1,72,70,70,75,49,74,19,17,14,34,19,19,16,14,46,45,50,48,43,78,40,53,67,42,69,14,34,20,7,55,23,63,10,17,17,72,70,70,74,75,27.160493827160494,1,Alta
F. Woodman,25,188,83,74,79,GK,2,1,75,69,70,75,47,72,14,16,20,26,16,17,15,13,26,22,45,50,38,72,37,53,48,30,46,14,32,26,12,38,20,54,10,21,20,75,69,70,72,75,23.48347668628339,1,Alta
Enzo Marteiro,30,191,80,74,74,GK,3,1,82,73,73,69,40,74,16,14,15,31,13,13,14,14,30,19,41,38,39,66,47,55,79,30,59,13,23,13,11,70,18,47,14,15,14,82,73,73,74,69,21.92922343137524,1,Alta
D. Randolph,35,188,78,73,73,GK,3,1,75,71,66,74,42,71,11,14,16,33,16,14,15,14,34,33,41,44,50,72,43,50,61,34,57,14,29,18,11,35,30,36,15,14,14,75,71,66,71,74,22.068809416025356,1,Alta
J. Broun,36,190,92,73,73,GK,3,1,70,67,69,75,43,76,14,17,16,24,17,15,14,12,22,16,41,45,30,72,44,52,68,30,79,18,18,17,18,38,23,27,30,14,19,70,67,69,76,75,25.48476454293629,1,Alta
M. Dupé,29,188,88,73,75,GK,2,1,74,72,69,75,46,70,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,52,54,21,71,11,35,23,11,35,18,58,9,11,11,74,72,69,70,75,24.898143956541425,1,Alta
Y. Brecher,29,196,88,73,75,GK,3,1,72,73,69,75,40,73,19,13,13,37,18,16,18,17,27,24,38,42,37,68,44,52,70,24,67,18,26,21,18,51,24,56,27,20,20,72,73,69,73,75,22.907122032486463,1,Alta
Juan Soriano,24,185,78,73,79,GK,2,1,76,67,66,77,37,72,13,14,20,23,13,20,32,24,24,23,37,37,43,68,43,50,66,35,58,16,25,16,12,38,28,47,16,10,14,76,67,66,72,77,22.79035792549306,1,Alta
Léo Jardim,27,188,82,73,77,GK,2,1,74,70,68,75,41,70,12,16,14,27,12,18,18,17,24,18,40,43,35,69,54,51,54,42,56,18,30,24,17,57,19,28,11,16,14,74,70,68,70,75,23.20054323223178,1,Alta
R. Zieler,33,188,81,73,73,GK,3,1,70,69,70,74,48,73,15,10,13,25,12,12,11,10,22,22,46,50,43,75,41,53,69,32,55,14,32,21,15,42,24,58,20,12,13,70,69,70,73,74,22.91760977818017,1,Alta
R. Rey,31,188,78,73,73,GK,3,1,73,71,69,74,50,73,18,18,12,29,15,20,17,17,13,23,55,43,43,68,53,52,67,31,59,13,33,22,14,53,23,62,18,18,13,73,71,69,73,74,22.068809416025356,1,Alta
